"","y","x","expert","NDAI","SD","CORR","DF","CF","BF","AF","AN"
"1",354,66,1,2.18422441111111,15.5591867222222,0.206947946666667,268.374285555556,249.13692,235.453508888889,206.26632,198.46761
"2",138,69,1,2.08234525555556,6.26556672222222,0.387159891111111,305.879296666667,249.422426666667,195.454354444444,155.513265555556,137.273982222222
"3",141,69,1,1.9874474,7.4106629,0.385449331111111,310.760547777778,243.341597777778,190.147911111111,148.392873333333,135.671694444444
"4",144,69,1,2.68276807777778,13.4235160888889,0.352822326666667,308.162583333333,238.812213333333,184.716237777778,152.49091,137.894508888889
"5",147,69,1,2.44083414444444,9.30452474444444,0.421740215555556,297.191135555556,233.433792222222,187.457357777778,149.133275555556,121.66344
"6",150,69,1,2.06102895555556,8.12341864444445,0.413583878888889,295.159108888889,234.774386666667,180.112463333333,134.706255555556,121.923264444444
"7",153,69,1,2.17269292222222,8.0804907,0.411703185555556,295.207536666667,228.248561111111,169.375954444444,132.548195555556,123.589504444444
"8",156,69,1,2.20451447777778,14.9623774,0.389521133333333,293.409911111111,219.910933333333,168.131423333333,140.880468888889,130.880614444444
"9",159,69,1,2.73825541111111,12.5042148888889,0.390368341111111,282.892814444444,219.140292222222,182.555501111111,144.395978888889,123.671387777778
"10",162,69,1,2.4729918,8.22347606666667,0.403943314444444,280.588394444444,232.589564444444,180.637463333333,136.144248888889,121.437868888889
"11",165,69,1,2.48087652222222,9.01085472222222,0.322372843333333,284.628897777778,231.513077777778,171.593682222222,139.959986666667,153.858796666667
"12",168,69,1,2.77367408888889,12.9075906222222,0.338323474444444,296.925421111111,222.375642222222,181.30883,171.589134444444,147.920321111111
"13",171,69,1,2.4176549,15.2435136666667,0.351340193333333,287.970212222222,227.329948888889,205.292857777778,151.308996666667,135.30564
"14",174,69,1,2.65059673333333,10.0144784,0.303864158888889,283.285366666667,247.541584444444,181.861385555556,153.821067777778,156.797665555556
"15",177,69,1,2.52646396666667,11.9173470222222,0.358418114444444,292.956093333333,227.63232,190.899284444444,167.26258,138.327995555556
"16",180,69,1,2.0238875,17.2143624,0.382349094444444,301.670748888889,236.037644444444,200.472344444444,147.203998888889,128.517054444444
"17",183,69,1,2.2600008,11.0513685,0.362690923333333,284.443471111111,246.86754,176.814767777778,143.082416666667,135.301091111111
"18",186,69,1,2.52945004444444,13.9193828555556,0.34042384,302.889317777778,225.150212222222,179.852373333333,152.662164444444,147.700903333333
"19",189,69,1,2.58810914444444,12.8420089666667,0.339634812222222,291.13332,228.889423333333,190.423522222222,161.409193333333,143.492086666667
"20",192,69,1,2.43720757777778,7.06785192222222,0.30644085,286.249118888889,236.046205555556,192.97225,152.48288,155.766666666667
"21",195,69,1,2.33127032222222,8.7925532,0.277668503333333,290.780904444444,239.214122222222,191.357118888889,171.149223333333,162.906325555556
"22",198,69,1,2.41686393333333,10.3108996444444,0.369908127777778,298.327285555556,239.583117777778,208.489677777778,171.079924444444,136.916223333333
"23",201,69,1,2.36858821111111,11.1121569333333,0.329583761111111,294.932728888889,253.853605555556,198.489816666667,151.071114444444,147.521355555556
"24",204,69,1,2.64802271111111,9.63013012222222,0.374920528888889,306.097107777778,244.735176666667,191.160715555556,165.695345555556,141.19381
"25",207,69,1,2.34784578888889,9.36908485555556,0.347075675555556,312.593761111111,237.386532222222,192.928366666667,150.219391111111,149.906858888889
"26",210,69,1,2.79282334444444,10.7546024333333,0.290875484444444,291.500172222222,236.224684444444,185.60167,168.004858888889,158.250908888889
"27",213,69,1,2.73714818888889,12.7089025111111,0.39865459,297.383793333333,230.152952222222,203.142561111111,154.418581111111,124.74038
"28",216,69,1,2.74962041111111,20.4102389222222,0.345409336666667,282.54282,246.795828888889,176.934912222222,139.780702222222,142.971363333333
"29",219,69,1,2.85611023333333,11.3878270444444,0.370177042222222,297.233948888889,222.339518888889,178.37692,164.951728888889,136.727581111111
"30",222,69,1,2.68870854444444,25.1361377777778,0.330597177777778,300.187533333333,225.624641111111,197.752624444444,138.591026666667,141.867584444444
"31",225,69,1,2.90880678888889,16.9426993333333,0.351385722222222,269.039765555556,241.489918888889,172.525408888889,161.221616666667,133.288332222222
"32",228,69,1,3.01191796666667,18.2109478777778,0.352903118888889,295.276031111111,217.63781,192.540641111111,148.087827777778,146.5618
